"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar producto al carro de compras","Buscar y agregar producto al carro de compras en pagina Oster","SUCCESS","2019-04-11T11:28:05.995-05:00[America/Bogota]","0.0","35.57"
